name,released,steam_id,price,units_sold_vgi,reviews,followers,rating,genres,developers,publishers,publishers_type,revenue_vgi,tags,platforms,genre,Platform,tag
Split Fiction,2025-03-06,2001120.0,49.99,2700000.0,49902.0,124000.0,98.01,"Action, Adventure",Hazelight Studios,Electronic Arts,AAA,109600000.0,"['Action', 'Adventure', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Split Screen', 'Online Co-Op', 'Local Co-Op', 'Co-op Campaign', 'Female Protagonist', 'Fantasy', 'Sci-fi']","PC, PlayStation, Xbox",Action,PC,weapon
Split Fiction,2025-03-06,2001120.0,49.99,2700000.0,49902.0,124000.0,98.01,"Action, Adventure",Hazelight Studios,Electronic Arts,AAA,109600000.0,"['Action', 'Adventure', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Split Screen', 'Online Co-Op', 'Local Co-Op', 'Co-op Campaign', 'Female Protagonist', 'Fantasy', 'Sci-fi']","PC, PlayStation, Xbox",Action,PlayStation,weapon
Split Fiction,2025-03-06,2001120.0,49.99,2700000.0,49902.0,124000.0,98.01,"Action, Adventure",Hazelight Studios,Electronic Arts,AAA,109600000.0,"['Action', 'Adventure', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Split Screen', 'Online Co-Op', 'Local Co-Op', 'Co-op Campaign', 'Female Protagonist', 'Fantasy', 'Sci-fi']","PC, PlayStation, Xbox",Action,Xbox,weapon
Like a Dragon Pirate Yakuza in Hawaii,2025-02-20,3061810.0,59.99,167000.0,5569.0,30816.0,91.65,"Action, Adventure, RPG",Ryu Ga Gotoku Studio,SEGA,AAA,8000000.0,"['Action', 'Adventure', 'RPG', 'Action-Adventure', 'Drama', 'Action RPG', 'Pirates', 'Naval Combat', 'Naval', 'Sailing', 'Character Customization', 'Hack and Slash', 'Third-Person', 'Cinematic', 'Swordplay', '3D', 'Exploration', 'JRPG', 'Fantasy', 'Funny']","PC, PlayStation, Xbox",Action,PC,weapon
Like a Dragon Pirate Yakuza in Hawaii,2025-02-20,3061810.0,59.99,167000.0,5569.0,30816.0,91.65,"Action, Adventure, RPG",Ryu Ga Gotoku Studio,SEGA,AAA,8000000.0,"['Action', 'Adventure', 'RPG', 'Action-Adventure', 'Drama', 'Action RPG', 'Pirates', 'Naval Combat', 'Naval', 'Sailing', 'Character Customization', 'Hack and Slash', 'Third-Person', 'Cinematic', 'Swordplay', '3D', 'Exploration', 'JRPG', 'Fantasy', 'Funny']","PC, PlayStation, Xbox",Action,PlayStation,weapon
Like a Dragon Pirate Yakuza in Hawaii,2025-02-20,3061810.0,59.99,167000.0,5569.0,30816.0,91.65,"Action, Adventure, RPG",Ryu Ga Gotoku Studio,SEGA,AAA,8000000.0,"['Action', 'Adventure', 'RPG', 'Action-Adventure', 'Drama', 'Action RPG', 'Pirates', 'Naval Combat', 'Naval', 'Sailing', 'Character Customization', 'Hack and Slash', 'Third-Person', 'Cinematic', 'Swordplay', '3D', 'Exploration', 'JRPG', 'Fantasy', 'Funny']","PC, PlayStation, Xbox",Action,Xbox,weapon
Tomb Raider IVVI Remastered,2025-02-14,2525380.0,29.99,26130.0,871.0,10990.0,87.141,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,627000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Stylized', 'Puzzle Platformer', 'Mystery', 'Dark', 'Third-Person Shooter', 'Third-Person', 'Parkour', '3D Platformer', 'Precision Platformer', '3D', 'Platformer', 'Puzzle', 'Exploration', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,PC,weapon
Tomb Raider IVVI Remastered,2025-02-14,2525380.0,29.99,26130.0,871.0,10990.0,87.141,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,627000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Stylized', 'Puzzle Platformer', 'Mystery', 'Dark', 'Third-Person Shooter', 'Third-Person', 'Parkour', '3D Platformer', 'Precision Platformer', '3D', 'Platformer', 'Puzzle', 'Exploration', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,PlayStation,weapon
Tomb Raider IVVI Remastered,2025-02-14,2525380.0,29.99,26130.0,871.0,10990.0,87.141,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,627000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Stylized', 'Puzzle Platformer', 'Mystery', 'Dark', 'Third-Person Shooter', 'Third-Person', 'Parkour', '3D Platformer', 'Precision Platformer', '3D', 'Platformer', 'Puzzle', 'Exploration', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,Xbox,weapon
Tomb Raider IVVI Remastered,2025-02-14,2525380.0,29.99,26130.0,871.0,10990.0,87.141,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,627000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Stylized', 'Puzzle Platformer', 'Mystery', 'Dark', 'Third-Person Shooter', 'Third-Person', 'Parkour', '3D Platformer', 'Precision Platformer', '3D', 'Platformer', 'Puzzle', 'Exploration', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,Nintendo,weapon
WARRIORS Abyss,2025-02-12,3178350.0,24.99,28020.0,934.0,7615.0,85.867,"Action, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,558000.0,"['Action', 'Singleplayer', 'RPG', 'Action RPG', 'Dark Fantasy', 'Historical', 'Hack and Slash', 'Third-Person', 'Action Roguelike', 'Martial Arts', '3D', 'Top-Down', 'Roguelike', 'Roguelite', 'Musou']","PC, PlayStation, Xbox, Nintendo",Action,PC,weapon
WARRIORS Abyss,2025-02-12,3178350.0,24.99,28020.0,934.0,7615.0,85.867,"Action, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,558000.0,"['Action', 'Singleplayer', 'RPG', 'Action RPG', 'Dark Fantasy', 'Historical', 'Hack and Slash', 'Third-Person', 'Action Roguelike', 'Martial Arts', '3D', 'Top-Down', 'Roguelike', 'Roguelite', 'Musou']","PC, PlayStation, Xbox, Nintendo",Action,PlayStation,weapon
WARRIORS Abyss,2025-02-12,3178350.0,24.99,28020.0,934.0,7615.0,85.867,"Action, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,558000.0,"['Action', 'Singleplayer', 'RPG', 'Action RPG', 'Dark Fantasy', 'Historical', 'Hack and Slash', 'Third-Person', 'Action Roguelike', 'Martial Arts', '3D', 'Top-Down', 'Roguelike', 'Roguelite', 'Musou']","PC, PlayStation, Xbox, Nintendo",Action,Xbox,weapon
WARRIORS Abyss,2025-02-12,3178350.0,24.99,28020.0,934.0,7615.0,85.867,"Action, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,558000.0,"['Action', 'Singleplayer', 'RPG', 'Action RPG', 'Dark Fantasy', 'Historical', 'Hack and Slash', 'Third-Person', 'Action Roguelike', 'Martial Arts', '3D', 'Top-Down', 'Roguelike', 'Roguelite', 'Musou']","PC, PlayStation, Xbox, Nintendo",Action,Nintendo,weapon
Marvels SpiderMan 2,2025-01-30,2651280.0,59.99,476000.0,15859.0,60019.0,73.252,"Action, Adventure","Insomniac Games, Nixxes software",PlayStation Publishing LLC,AAA,22800000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Controller', 'Action-Adventure', ""Beat 'em up"", 'LGBTQ+', 'Third-Person', 'Political', 'Comic Book', 'Politics', 'Superhero', 'Stealth', 'Exploration', 'Open World', 'Story Rich', 'Atmospheric', 'Great Soundtrack']","PC, PlayStation",Action,PC,weapon
Marvels SpiderMan 2,2025-01-30,2651280.0,59.99,476000.0,15859.0,60019.0,73.252,"Action, Adventure","Insomniac Games, Nixxes software",PlayStation Publishing LLC,AAA,22800000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Controller', 'Action-Adventure', ""Beat 'em up"", 'LGBTQ+', 'Third-Person', 'Political', 'Comic Book', 'Politics', 'Superhero', 'Stealth', 'Exploration', 'Open World', 'Story Rich', 'Atmospheric', 'Great Soundtrack']","PC, PlayStation",Action,PlayStation,weapon
Sniper Elite Resistance,2025-01-30,2169200.0,49.99,82200.0,2740.0,20550.0,69.015,"Action, Adventure",Rebellion,Rebellion,AA,3300000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Action-Adventure', 'Gore', 'Third-Person Shooter', 'War', 'Third-Person', 'World War II', 'Sniper', 'Stealth', 'Violent']","PC, PlayStation, Xbox",Action,PC,weapon
Sniper Elite Resistance,2025-01-30,2169200.0,49.99,82200.0,2740.0,20550.0,69.015,"Action, Adventure",Rebellion,Rebellion,AA,3300000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Action-Adventure', 'Gore', 'Third-Person Shooter', 'War', 'Third-Person', 'World War II', 'Sniper', 'Stealth', 'Violent']","PC, PlayStation, Xbox",Action,PlayStation,weapon
Sniper Elite Resistance,2025-01-30,2169200.0,49.99,82200.0,2740.0,20550.0,69.015,"Action, Adventure",Rebellion,Rebellion,AA,3300000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Action-Adventure', 'Gore', 'Third-Person Shooter', 'War', 'Third-Person', 'World War II', 'Sniper', 'Stealth', 'Violent']","PC, PlayStation, Xbox",Action,Xbox,weapon
NINJA GAIDEN 2 Black,2025-01-23,3287520.0,49.99,69030.0,2301.0,20180.0,79.4,"Action, Adventure","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,2700000.0,"['Action', 'Adventure', 'Singleplayer', 'Ninja', 'Action-Adventure', 'Gore', 'Character Action Game', 'Hack and Slash', 'Third-Person', 'Swordplay', 'Spectacle fighter', 'Martial Arts', 'Combat', 'Difficult', 'Violent', 'Realistic', 'Sexual Content']","PC, PlayStation, Xbox",Action,PC,weapon
NINJA GAIDEN 2 Black,2025-01-23,3287520.0,49.99,69030.0,2301.0,20180.0,79.4,"Action, Adventure","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,2700000.0,"['Action', 'Adventure', 'Singleplayer', 'Ninja', 'Action-Adventure', 'Gore', 'Character Action Game', 'Hack and Slash', 'Third-Person', 'Swordplay', 'Spectacle fighter', 'Martial Arts', 'Combat', 'Difficult', 'Violent', 'Realistic', 'Sexual Content']","PC, PlayStation, Xbox",Action,PlayStation,weapon
NINJA GAIDEN 2 Black,2025-01-23,3287520.0,49.99,69030.0,2301.0,20180.0,79.4,"Action, Adventure","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,2700000.0,"['Action', 'Adventure', 'Singleplayer', 'Ninja', 'Action-Adventure', 'Gore', 'Character Action Game', 'Hack and Slash', 'Third-Person', 'Swordplay', 'Spectacle fighter', 'Martial Arts', 'Combat', 'Difficult', 'Violent', 'Realistic', 'Sexual Content']","PC, PlayStation, Xbox",Action,Xbox,weapon
SYNDUALITY Echo of Ada,2025-01-23,1245480.0,39.99,69930.0,2331.0,26951.0,37.237,Action,Game Studio Inc.,Bandai Namco,AAA,2200000.0,"['Action', 'Multiplayer', 'Action-Adventure', 'Mechs', 'Third-Person Shooter', 'Character Customization', 'PvE', 'Dating Sim', 'Tactical', 'Looter Shooter', '3D', 'Female Protagonist', 'Survival', 'Shooter', 'Exploration', 'Sci-fi', 'Anime', 'Cute', 'PvP', 'Extraction Shooter']","PC, PlayStation, Xbox",Action,PC,weapon
SYNDUALITY Echo of Ada,2025-01-23,1245480.0,39.99,69930.0,2331.0,26951.0,37.237,Action,Game Studio Inc.,Bandai Namco,AAA,2200000.0,"['Action', 'Multiplayer', 'Action-Adventure', 'Mechs', 'Third-Person Shooter', 'Character Customization', 'PvE', 'Dating Sim', 'Tactical', 'Looter Shooter', '3D', 'Female Protagonist', 'Survival', 'Shooter', 'Exploration', 'Sci-fi', 'Anime', 'Cute', 'PvP', 'Extraction Shooter']","PC, PlayStation, Xbox",Action,PlayStation,weapon
SYNDUALITY Echo of Ada,2025-01-23,1245480.0,39.99,69930.0,2331.0,26951.0,37.237,Action,Game Studio Inc.,Bandai Namco,AAA,2200000.0,"['Action', 'Multiplayer', 'Action-Adventure', 'Mechs', 'Third-Person Shooter', 'Character Customization', 'PvE', 'Dating Sim', 'Tactical', 'Looter Shooter', '3D', 'Female Protagonist', 'Survival', 'Shooter', 'Exploration', 'Sci-fi', 'Anime', 'Cute', 'PvP', 'Extraction Shooter']","PC, PlayStation, Xbox",Action,Xbox,weapon
STAR WARS Episode I Jedi Power Battles,2025-01-23,2443630.0,19.99,7380.0,246.0,3847.0,77.642,"Action, Adventure, Casual",Aspyr,Aspyr,AA,116000.0,"['Action', 'Adventure', 'Old School', 'Singleplayer', 'Casual', 'Side Scroller', 'Controller', 'Action-Adventure', ""Beat 'em up"", 'Co-op', 'PvE', 'Hack and Slash', 'Third-Person', 'Combat', '3D', 'Arcade', 'Space', 'Sci-fi', 'Retro', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Action,PC,weapon
STAR WARS Episode I Jedi Power Battles,2025-01-23,2443630.0,19.99,7380.0,246.0,3847.0,77.642,"Action, Adventure, Casual",Aspyr,Aspyr,AA,116000.0,"['Action', 'Adventure', 'Old School', 'Singleplayer', 'Casual', 'Side Scroller', 'Controller', 'Action-Adventure', ""Beat 'em up"", 'Co-op', 'PvE', 'Hack and Slash', 'Third-Person', 'Combat', '3D', 'Arcade', 'Space', 'Sci-fi', 'Retro', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Action,PlayStation,weapon
STAR WARS Episode I Jedi Power Battles,2025-01-23,2443630.0,19.99,7380.0,246.0,3847.0,77.642,"Action, Adventure, Casual",Aspyr,Aspyr,AA,116000.0,"['Action', 'Adventure', 'Old School', 'Singleplayer', 'Casual', 'Side Scroller', 'Controller', 'Action-Adventure', ""Beat 'em up"", 'Co-op', 'PvE', 'Hack and Slash', 'Third-Person', 'Combat', '3D', 'Arcade', 'Space', 'Sci-fi', 'Retro', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Action,Xbox,weapon
STAR WARS Episode I Jedi Power Battles,2025-01-23,2443630.0,19.99,7380.0,246.0,3847.0,77.642,"Action, Adventure, Casual",Aspyr,Aspyr,AA,116000.0,"['Action', 'Adventure', 'Old School', 'Singleplayer', 'Casual', 'Side Scroller', 'Controller', 'Action-Adventure', ""Beat 'em up"", 'Co-op', 'PvE', 'Hack and Slash', 'Third-Person', 'Combat', '3D', 'Arcade', 'Space', 'Sci-fi', 'Retro', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Action,Nintendo,weapon
DYNASTY WARRIORS ORIGINS,2025-01-17,2384580.0,69.99,686000.0,18292.0,74538.0,93.658,"Action, Strategy, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,38200000.0,"['Strategy', 'Action', 'Singleplayer', 'RPG', 'Controller', 'Action RPG', 'War', 'Historical', 'Hack and Slash', 'Third-Person', 'Dating Sim', 'Wargame', 'Tactical', 'Swordplay', 'Spectacle fighter', 'Martial Arts', '3D', 'Story Rich', 'Multiple Endings', 'Musou']","PC, PlayStation, Xbox",Action,PC,weapon
DYNASTY WARRIORS ORIGINS,2025-01-17,2384580.0,69.99,686000.0,18292.0,74538.0,93.658,"Action, Strategy, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,38200000.0,"['Strategy', 'Action', 'Singleplayer', 'RPG', 'Controller', 'Action RPG', 'War', 'Historical', 'Hack and Slash', 'Third-Person', 'Dating Sim', 'Wargame', 'Tactical', 'Swordplay', 'Spectacle fighter', 'Martial Arts', '3D', 'Story Rich', 'Multiple Endings', 'Musou']","PC, PlayStation, Xbox",Action,PlayStation,weapon
DYNASTY WARRIORS ORIGINS,2025-01-17,2384580.0,69.99,686000.0,18292.0,74538.0,93.658,"Action, Strategy, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,38200000.0,"['Strategy', 'Action', 'Singleplayer', 'RPG', 'Controller', 'Action RPG', 'War', 'Historical', 'Hack and Slash', 'Third-Person', 'Dating Sim', 'Wargame', 'Tactical', 'Swordplay', 'Spectacle fighter', 'Martial Arts', '3D', 'Story Rich', 'Multiple Endings', 'Musou']","PC, PlayStation, Xbox",Action,Xbox,weapon
Legacy of Kain Soul Reaver 12 Remastered,2024-12-10,2521380.0,29.99,74970.0,2499.0,22092.0,90.676,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,1800000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Puzzle Platformer', 'Demons', 'Dark', 'Dark Fantasy', 'Hack and Slash', 'Third-Person', 'Magic', '3D Platformer', 'Combat', '3D', 'Platformer', 'Puzzle', 'Fantasy', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,PC,weapon
Legacy of Kain Soul Reaver 12 Remastered,2024-12-10,2521380.0,29.99,74970.0,2499.0,22092.0,90.676,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,1800000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Puzzle Platformer', 'Demons', 'Dark', 'Dark Fantasy', 'Hack and Slash', 'Third-Person', 'Magic', '3D Platformer', 'Combat', '3D', 'Platformer', 'Puzzle', 'Fantasy', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,PlayStation,weapon
Legacy of Kain Soul Reaver 12 Remastered,2024-12-10,2521380.0,29.99,74970.0,2499.0,22092.0,90.676,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,1800000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Puzzle Platformer', 'Demons', 'Dark', 'Dark Fantasy', 'Hack and Slash', 'Third-Person', 'Magic', '3D Platformer', 'Combat', '3D', 'Platformer', 'Puzzle', 'Fantasy', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,Xbox,weapon
Legacy of Kain Soul Reaver 12 Remastered,2024-12-10,2521380.0,29.99,74970.0,2499.0,22092.0,90.676,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,1800000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Puzzle Platformer', 'Demons', 'Dark', 'Dark Fantasy', 'Hack and Slash', 'Third-Person', 'Magic', '3D Platformer', 'Combat', '3D', 'Platformer', 'Puzzle', 'Fantasy', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,Nintendo,weapon
Indiana Jones and the Great Circle,2024-12-09,2677660.0,69.99,385000.0,12822.0,90691.0,90.906,"Action, Adventure",Machine Games,Bethesda Softworks,AAA,21400000.0,"['Action', 'Adventure', 'Singleplayer', 'Action-Adventure', 'Immersive Sim', 'First-Person', 'Historical', 'Investigation', 'World War II', 'Political', '3D Platformer', 'Politics', '3D', 'Platformer', 'Puzzle', 'Stealth', 'Exploration', 'Open World', 'Story Rich', 'Realistic']","PC, PlayStation, Xbox",Action,PC,weapon
Indiana Jones and the Great Circle,2024-12-09,2677660.0,69.99,385000.0,12822.0,90691.0,90.906,"Action, Adventure",Machine Games,Bethesda Softworks,AAA,21400000.0,"['Action', 'Adventure', 'Singleplayer', 'Action-Adventure', 'Immersive Sim', 'First-Person', 'Historical', 'Investigation', 'World War II', 'Political', '3D Platformer', 'Politics', '3D', 'Platformer', 'Puzzle', 'Stealth', 'Exploration', 'Open World', 'Story Rich', 'Realistic']","PC, PlayStation, Xbox",Action,PlayStation,weapon
