name,released,steam_id,price,units_sold_vgi,reviews,followers,rating,genres,developers,publishers,publishers_type,revenue_vgi,tags,platforms,genre,Platform,tag
Suicide Squad Kill the Justice League,2024-02-02,315210.0,69.99,431000.0,14381.0,43478.0,63.939,Action,Rocksteady Studios,Warner Bros. Games,AAA,17400000.0,"['Action', 'Singleplayer', 'Casual', 'Multiplayer', 'Psychological Horror', 'Capitalism', 'LGBTQ+', 'Third-Person Shooter', 'Online Co-Op', 'PvE', 'Third-Person', 'Political', 'Comic Book', 'Politics', 'Superhero', 'Villain Protagonist', 'Looter Shooter', 'Shooter', 'Open World', 'Violent']","PC, PlayStation, Xbox",Action,PC,weapon
Suicide Squad Kill the Justice League,2024-02-02,315210.0,69.99,431000.0,14381.0,43478.0,63.939,Action,Rocksteady Studios,Warner Bros. Games,AAA,17400000.0,"['Action', 'Singleplayer', 'Casual', 'Multiplayer', 'Psychological Horror', 'Capitalism', 'LGBTQ+', 'Third-Person Shooter', 'Online Co-Op', 'PvE', 'Third-Person', 'Political', 'Comic Book', 'Politics', 'Superhero', 'Villain Protagonist', 'Looter Shooter', 'Shooter', 'Open World', 'Violent']","PC, PlayStation, Xbox",Action,PlayStation,weapon
Suicide Squad Kill the Justice League,2024-02-02,315210.0,69.99,431000.0,14381.0,43478.0,63.939,Action,Rocksteady Studios,Warner Bros. Games,AAA,17400000.0,"['Action', 'Singleplayer', 'Casual', 'Multiplayer', 'Psychological Horror', 'Capitalism', 'LGBTQ+', 'Third-Person Shooter', 'Online Co-Op', 'PvE', 'Third-Person', 'Political', 'Comic Book', 'Politics', 'Superhero', 'Villain Protagonist', 'Looter Shooter', 'Shooter', 'Open World', 'Violent']","PC, PlayStation, Xbox",Action,Xbox,weapon
Drive Beyond Horizons,2025-03-24,,,,,,,,,,,,,,Action,PC,weapon
Psycho Patrol R,2025-03-24,,,,,,,,,,,,,,Action,PC,weapon
Mother Machine,2025-03-26,,,,,,,,,,,,,,Action,PC,weapon
Mini Royale,2025-03-27,,,,,,,,,,,,,,Action,PC,weapon
Atomfall,2025-03-27,,,,,,,,,,,,,,Action,PC,weapon
Atomfall,2025-03-27,,,,,,,,,,,,,,Action,PlayStation,weapon
Atomfall,2025-03-27,,,,,,,,,,,,,,Action,Xbox,weapon
Gal Guardians: Servants of the Dark,2025-03-27,,,,,,,,,,,,,,Action,PC,weapon
Gal Guardians: Servants of the Dark,2025-03-27,,,,,,,,,,,,,,Action,PlayStation,weapon
Gal Guardians: Servants of the Dark,2025-03-27,,,,,,,,,,,,,,Action,Xbox,weapon
Gal Guardians: Servants of the Dark,2025-03-27,,,,,,,,,,,,,,Action,Nintendo,weapon
Twilight Monk,2025-03-27,,,,,,,,,,,,,,Action,PC,weapon
Twilight Monk,2025-03-27,,,,,,,,,,,,,,Action,Nintendo,weapon
Asurajang,2025-03-27,,,,,,,,,,,,,,Action,PC,weapon
Dollhouse: Behind the Broken Mirror,2025-03-28,,,,,,,,,,,,,,Action,PC,weapon
Dollhouse: Behind the Broken Mirror,2025-03-28,,,,,,,,,,,,,,Action,PlayStation,weapon
Dollhouse: Behind the Broken Mirror,2025-03-28,,,,,,,,,,,,,,Action,Xbox,weapon
Steel Hunters,2025-04-02,,,,,,,,,,,,,,Action,PC,weapon
Paradise,2025-04-02,,,,,,,,,,,,,,Action,PC,weapon
Sand,2025-04-03,,,,,,,,,,,,,,Action,PC,weapon
South of Midnight,2025-04-08,,,,,,,,,,,,,,Action,PC,weapon
South of Midnight,2025-04-08,,,,,,,,,,,,,,Action,Xbox,weapon
Monaco 2,2025-04-10,,,,,,,,,,,,,,Action,PC,weapon
Monaco 2,2025-04-10,,,,,,,,,,,,,,Action,PlayStation,weapon
Monaco 2,2025-04-10,,,,,,,,,,,,,,Action,Xbox,weapon
Into the Dead: Our Darkest Days,2025-04-10,,,,,,,,,,,,,,Action,PC,weapon
Steel Seed,2025-04-10,,,,,,,,,,,,,,Action,PC,weapon
Steel Seed,2025-04-10,,,,,,,,,,,,,,Action,PlayStation,weapon
Steel Seed,2025-04-10,,,,,,,,,,,,,,Action,Xbox,weapon
Crashlands 2,2025-04-10,,,,,,,,,,,,,,Action,PC,weapon
Spectre Divide,2025-04-11,,,,,,,,,,,,,,Action,PC,weapon
Spectre Divide,2025-04-11,,,,,,,,,,,,,,Action,PlayStation,weapon
Spectre Divide,2025-04-11,,,,,,,,,,,,,,Action,Xbox,weapon
Stygian: Outer Gods,2025-04-14,,,,,,,,,,,,,,Action,PC,weapon
Matcho,2025-04-17,,,,,,,,,,,,,,Action,PC,weapon
Matcho,2025-04-17,,,,,,,,,,,,,,Action,PlayStation,weapon
Matcho,2025-04-17,,,,,,,,,,,,,,Action,Xbox,weapon
Phantom Breaker: Battle Grounds Ultimate,2025-04-17,,,,,,,,,,,,,,Action,PC,weapon
Phantom Breaker: Battle Grounds Ultimate,2025-04-17,,,,,,,,,,,,,,Action,PlayStation,weapon
Phantom Breaker: Battle Grounds Ultimate,2025-04-17,,,,,,,,,,,,,,Action,Xbox,weapon
Phantom Breaker: Battle Grounds Ultimate,2025-04-17,,,,,,,,,,,,,,Action,Nintendo,weapon
Vivat Slovakia,2025-04-17,,,,,,,,,,,,,,Action,PC,weapon
Days Gone Remastered,2025-04-25,,,,,,,,,,,,,,Action,PC,weapon
Days Gone Remastered,2025-04-25,,,,,,,,,,,,,,Action,PlayStation,weapon
Skin Deep,2025-04-30,,,,,,,,,,,,,,Action,PC,weapon
Captain Blood,2025-05-06,,,,,,,,,,,,,,Action,PC,weapon
Captain Blood,2025-05-06,,,,,,,,,,,,,,Action,PlayStation,weapon
Captain Blood,2025-05-06,,,,,,,,,,,,,,Action,Xbox,weapon
Captain Blood,2025-05-06,,,,,,,,,,,,,,Action,Nintendo,weapon
Metal Eden,2025-05-06,,,,,,,,,,,,,,Action,PC,weapon
Metal Eden,2025-05-06,,,,,,,,,,,,,,Action,PlayStation,weapon
Metal Eden,2025-05-06,,,,,,,,,,,,,,Action,Xbox,weapon
Revenge of the Savage Planet,2025-05-08,,,,,,,,,,,,,,Action,PC,weapon
Revenge of the Savage Planet,2025-05-08,,,,,,,,,,,,,,Action,PlayStation,weapon
Revenge of the Savage Planet,2025-05-08,,,,,,,,,,,,,,Action,Xbox,weapon
Project: Mist,2025-05-12,,,,,,,,,,,,,,Action,PC,weapon
Doom: The Dark Ages,2025-05-15,,,,,,,,,,,,,,Action,PC,weapon
Doom: The Dark Ages,2025-05-15,,,,,,,,,,,,,,Action,PlayStation,weapon
Doom: The Dark Ages,2025-05-15,,,,,,,,,,,,,,Action,Xbox,weapon
Dune: Awakening,2025-05-20,,,,,,,,,,,,,,Action,PC,weapon
Dune: Awakening,2025-05-20,,,,,,,,,,,,,,Action,PlayStation,weapon
Dune: Awakening,2025-05-20,,,,,,,,,,,,,,Action,Xbox,weapon
Blades of Fire,2025-05-22,,,,,,,,,,,,,,Action,PC,weapon
Blades of Fire,2025-05-22,,,,,,,,,,,,,,Action,PlayStation,weapon
Blades of Fire,2025-05-22,,,,,,,,,,,,,,Action,Xbox,weapon
Onimusha 2: Samurai's Destiny,2025-05-23,,,,,,,,,,,,,,Action,PC,weapon
Onimusha 2: Samurai's Destiny,2025-05-23,,,,,,,,,,,,,,Action,PlayStation,weapon
Onimusha 2: Samurai's Destiny,2025-05-23,,,,,,,,,,,,,,Action,Xbox,weapon
Onimusha 2: Samurai's Destiny,2025-05-23,,,,,,,,,,,,,,Action,Nintendo,weapon
Elden Ring: Nightreign,2025-05-30,,,,,,,,,,,,,,Action,PC,weapon
Elden Ring: Nightreign,2025-05-30,,,,,,,,,,,,,,Action,PlayStation,weapon
Elden Ring: Nightreign,2025-05-30,,,,,,,,,,,,,,Action,Xbox,weapon
XDefiant,2025-06-03,,,,,,,,,,,,,,Action,PC,weapon
XDefiant,2025-06-03,,,,,,,,,,,,,,Action,PlayStation,weapon
XDefiant,2025-06-03,,,,,,,,,,,,,,Action,Xbox,weapon
Death Stranding 2: On The Beach,2025-06-26,,,,,,,,,,,,,,Action,PlayStation,weapon
System Shock 2: 25th Anniversary Remaster,2025-06-26,,,,,,,,,,,,,,Action,PC,weapon
System Shock 2: 25th Anniversary Remaster,2025-06-26,,,,,,,,,,,,,,Action,PlayStation,weapon
System Shock 2: 25th Anniversary Remaster,2025-06-26,,,,,,,,,,,,,,Action,Xbox,weapon
System Shock 2: 25th Anniversary Remaster,2025-06-26,,,,,,,,,,,,,,Action,Nintendo,weapon
Resident Evil Re:Verse,2025-06-30,,,,,,,,,,,,,,Action,PC,weapon
Resident Evil Re:Verse,2025-06-30,,,,,,,,,,,,,,Action,PlayStation,weapon
Resident Evil Re:Verse,2025-06-30,,,,,,,,,,,,,,Action,Xbox,weapon
Metal Gear Solid Delta: Snake Eater,2025-08-28,,,,,,,,,,,,,,Action,PC,weapon
Metal Gear Solid Delta: Snake Eater,2025-08-28,,,,,,,,,,,,,,Action,PlayStation,weapon
Metal Gear Solid Delta: Snake Eater,2025-08-28,,,,,,,,,,,,,,Action,Xbox,weapon
Shinobi: Art of Vengeance,2025-08-29,,,,,,,,,,,,,,Action,PC,weapon
Shinobi: Art of Vengeance,2025-08-29,,,,,,,,,,,,,,Action,PlayStation,weapon
Shinobi: Art of Vengeance,2025-08-29,,,,,,,,,,,,,,Action,Xbox,weapon
Shinobi: Art of Vengeance,2025-08-29,,,,,,,,,,,,,,Action,Nintendo,weapon
Hell Is Us,2025-09-04,,,,,,,,,,,,,,Action,PC,weapon
Hell Is Us,2025-09-04,,,,,,,,,,,,,,Action,PlayStation,weapon
Hell Is Us,2025-09-04,,,,,,,,,,,,,,Action,Xbox,weapon
Terminator 2D: No Fate,2025-09-05,,,,,,,,,,,,,,Action,PC,weapon
Terminator 2D: No Fate,2025-09-05,,,,,,,,,,,,,,Action,PlayStation,weapon
Terminator 2D: No Fate,2025-09-05,,,,,,,,,,,,,,Action,Xbox,weapon
Terminator 2D: No Fate,2025-09-05,,,,,,,,,,,,,,Action,Nintendo,weapon
Borderlands 4,2025-09-23,,,,,,,,,,,,,,Action,PC,weapon
Borderlands 4,2025-09-23,,,,,,,,,,,,,,Action,PlayStation,weapon
Borderlands 4,2025-09-23,,,,,,,,,,,,,,Action,Xbox,weapon
Star Wars: Hunters,2025-10-01,,,,,,,,,,,,,,Action,PC,weapon
Star Wars: Hunters,2025-10-01,,,,,,,,,,,,,,Action,Mobile,weapon
Star Wars: Hunters,2025-10-01,,,,,,,,,,,,,,Action,Nintendo,weapon
Double Dragon Revive,2025-10-23,,,,,,,,,,,,,,Action,PC,weapon
Double Dragon Revive,2025-10-23,,,,,,,,,,,,,,Action,PlayStation,weapon
Double Dragon Revive,2025-10-23,,,,,,,,,,,,,,Action,Xbox,weapon
Assetto Corsa EVO,2025-01-16,3058630.0,39.99,300000.0,10007.0,71378.0,70.92,"Simulation, Early Access, Sports, Racing",Kunos Simulazioni,505 GAMES,AA,8000000.0,"['Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Automobile Sim', 'Racing', 'Controller', 'Driving', 'VR', 'First-Person', 'Artificial Intelligence', 'eSports', '3D Vision', 'TrackIR', 'Physics', 'Open World', 'Atmospheric', 'PvP', 'Realistic', 'Replay Value']",PC,Racing,PC,porting
Ara History Untold,2024-09-24,2021880.0,59.99,51840.0,1728.0,34793.0,68.808,Strategy,Oxide Games,Xbox Game Studios,AAA,2400000.0,"['Strategy', 'Singleplayer', 'Multiplayer', 'Tutorial', 'Turn-Based Tactics', 'LGBTQ+', 'Historical', 'Military', 'Grand Strategy', 'Turn-Based Strategy', 'Alternate History', 'Villain Protagonist', 'Diplomacy', '3D', 'Top-Down', '4X', 'Turn-Based', 'City Builder', 'Resource Management', 'Management']",PC,Strategy,PC,porting
Sumerian Six,2024-09-02,1429850.0,29.99,22260.0,742.0,7609.0,94.474,"Action, Strategy",Artificer,Devolver Digital,AA,512000.0,"['Strategy', 'Action', 'Adventure', 'Turn-Based Tactics', 'Demons', 'War', 'World War II', 'Tactical', 'Turn-Based Strategy', 'Dark Comedy', 'Alternate History', 'Real Time Tactics', 'Isometric', '3D', 'Female Protagonist', 'Stealth', 'Linear', 'Story Rich', 'Atmospheric', 'Colorful']",PC,Strategy,PC,porting
The Crush House,2024-08-09,2337820.0,16.99,9120.0,304.0,3504.0,73.026,"Adventure, Simulation",Nerial,Devolver Digital,AA,113000.0,"['Adventure', 'Simulation', 'Singleplayer', 'Casual', 'Psychological Horror', 'Mystery', 'LGBTQ+', 'Political', 'Dating Sim', 'Conversation', 'Life Sim', 'Politics', 'Romance', 'Cartoony', 'Female Protagonist', 'Comedy', 'Story Rich', 'Funny', 'Colorful', 'Sexual Content']",PC,Simulation,PC,porting
The Rogue Prince of Persia,2024-05-27,2717880.0,19.99,42270.0,1409.0,12603.0,87.864,"Action, Adventure, Early Access",Evil Empire,Ubisoft,AAA,618000.0,"['Action', 'Adventure', 'Singleplayer', 'Side Scroller', 'Action-Adventure', 'Stylized', 'Dark Fantasy', 'Action Roguelike', '2D Platformer', 'Parkour', 'Combat', '2D', 'Cartoony', 'Platformer', 'Roguelike', 'Roguelite', 'Fantasy', 'Atmospheric', 'Procedural Generation', 'Replay Value']",PC,Action,PC,porting
Homeworld 3,2024-05-13,1840080.0,59.99,232000.0,7734.0,90709.0,40.354,"Simulation, Strategy",Blackbird Interactive,Gearbox Publishing,AA,10800000.0,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Competitive', 'Co-op', 'Tactical', 'Real-Time', 'Isometric', 'Combat', '3D', 'Female Protagonist', 'RTS', 'Roguelike', 'Roguelite', 'Management', 'Story Rich', 'Space', 'Sci-fi', 'Atmospheric']",PC,Strategy,PC,porting
The Political Machine 2024,2024-05-02,2512090.0,19.99,6510.0,217.0,1185.0,76.037,"Simulation, Strategy",Stardock Entertainment,Stardock Entertainment,AA,94828.0,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Economy', 'Education', 'Capitalism', 'Character Customization', 'Historical', 'Political', 'Turn-Based Strategy', 'America', 'Alternate History', 'Politics', 'Political Sim', 'Cartoony', 'Building', 'Card Game', 'Management', 'PvP']",PC,Strategy,PC,porting
Rotwood,2024-04-24,2015270.0,19.99,222000.0,7405.0,44070.0,75.3,"Action, Adventure, Early Access, RPG",Klei Entertainment,Klei Entertainment,AA,1800000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Action-Adventure', ""Beat 'em up"", 'Action RPG', 'Medieval', 'Co-op', 'Dungeon Crawler', 'Online Co-Op', 'PvE', 'Hack and Slash', 'Action Roguelike', '2D', 'Exploration', 'Roguelite', 'Fantasy', 'Replay Value']",PC,Action,PC,porting
Millennia,2024-03-26,1268590.0,39.99,96600.0,3548.0,39583.0,69.109,"Simulation, Strategy",C Prompt Games,Paradox Interactive,AA,2900000.0,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Economy', 'Turn-Based Combat', 'Hex Grid', 'War', 'Historical', 'Military', 'Grand Strategy', 'Political', 'Tactical', 'Turn-Based Strategy', 'Alternate History', 'Diplomacy', '4X', 'Turn-Based', 'Management', 'Replay Value']",PC,Strategy,PC,porting
WE ARE FOOTBALL 2024,2024-03-04,1951410.0,39.99,24240.0,808.0,3131.0,79.703,"Simulation, Strategy, Casual, Sports",Winning Streak Games,"HandyGames, THQ Nordic","AA, Indie",689000.0,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Economy', '4 Player Local', 'Moddable', 'Time Management', 'PvE', 'Tactical', 'Level Editor', 'Local Multiplayer', '3D', 'Building', 'Resource Management', 'Management', 'Family Friendly', 'PvP', 'Football (Soccer)']",PC,Sports,PC,porting
Monster Hunter Wilds,2025-02-28,2246340.0,69.99,6100000.0,176000.0,457000.0,59.188,"Action, Adventure, RPG",Capcom,Capcom,AAA,343500000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Underwater', 'Multiplayer', 'Action RPG', 'Souls-like', 'Co-op', 'Dragons', 'Online Co-Op', 'Character Customization', 'Third-Person', 'Dating Sim', 'Hunting', 'Fantasy', 'Open World', 'Atmospheric', 'Great Soundtrack', 'Cute']","PC, PlayStation, Xbox",RPG,PC,liveops
Monster Hunter Wilds,2025-02-28,2246340.0,69.99,6100000.0,176000.0,457000.0,59.188,"Action, Adventure, RPG",Capcom,Capcom,AAA,343500000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Underwater', 'Multiplayer', 'Action RPG', 'Souls-like', 'Co-op', 'Dragons', 'Online Co-Op', 'Character Customization', 'Third-Person', 'Dating Sim', 'Hunting', 'Fantasy', 'Open World', 'Atmospheric', 'Great Soundtrack', 'Cute']","PC, PlayStation, Xbox",RPG,PlayStation,liveops
Monster Hunter Wilds,2025-02-28,2246340.0,69.99,6100000.0,176000.0,457000.0,59.188,"Action, Adventure, RPG",Capcom,Capcom,AAA,343500000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Underwater', 'Multiplayer', 'Action RPG', 'Souls-like', 'Co-op', 'Dragons', 'Online Co-Op', 'Character Customization', 'Third-Person', 'Dating Sim', 'Hunting', 'Fantasy', 'Open World', 'Atmospheric', 'Great Soundtrack', 'Cute']","PC, PlayStation, Xbox",RPG,Xbox,liveops
Path of Exile 2,2024-12-06,2694490.0,29.99,5000000.0,138000.0,329000.0,80.145,"Action, Adventure, Early Access, RPG, MMO",Grinding Gear Games,Grinding Gear Games,AA,119400000.0,"['Action', 'Adventure', 'Inventory Management', 'Free to Play', 'Early Access', 'RPG', 'Multiplayer', 'Action RPG', 'Souls-like', 'Dungeon Crawler', 'Dark', 'MMORPG', 'Online Co-Op', 'Loot', 'Dark Fantasy', 'Character Customization', 'Hack and Slash', 'Crafting', 'Isometric', 'Horror']","PC, PlayStation, Xbox",RPG,PC,liveops
Path of Exile 2,2024-12-06,2694490.0,29.99,5000000.0,138000.0,329000.0,80.145,"Action, Adventure, Early Access, RPG, MMO",Grinding Gear Games,Grinding Gear Games,AA,119400000.0,"['Action', 'Adventure', 'Inventory Management', 'Free to Play', 'Early Access', 'RPG', 'Multiplayer', 'Action RPG', 'Souls-like', 'Dungeon Crawler', 'Dark', 'MMORPG', 'Online Co-Op', 'Loot', 'Dark Fantasy', 'Character Customization', 'Hack and Slash', 'Crafting', 'Isometric', 'Horror']","PC, PlayStation, Xbox",RPG,PlayStation,liveops
Path of Exile 2,2024-12-06,2694490.0,29.99,5000000.0,138000.0,329000.0,80.145,"Action, Adventure, Early Access, RPG, MMO",Grinding Gear Games,Grinding Gear Games,AA,119400000.0,"['Action', 'Adventure', 'Inventory Management', 'Free to Play', 'Early Access', 'RPG', 'Multiplayer', 'Action RPG', 'Souls-like', 'Dungeon Crawler', 'Dark', 'MMORPG', 'Online Co-Op', 'Loot', 'Dark Fantasy', 'Character Customization', 'Hack and Slash', 'Crafting', 'Isometric', 'Horror']","PC, PlayStation, Xbox",RPG,Xbox,liveops
Warhammer 40000 Space Marine 2,2024-09-09,2183900.0,59.99,4200000.0,156000.0,293000.0,82.85,"Action, Adventure, RPG",Saber Interactive,Focus Entertainment,AA,195300000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Third-Person Shooter', 'PvE', 'War', 'Third-Person', 'Cinematic', 'Wargame', 'Futuristic', 'Narration', 'Warhammer 40K', '3D', 'Fantasy', 'Space', 'Sci-fi', 'Realistic']","PC, PlayStation, Xbox",Action,PC,liveops
Warhammer 40000 Space Marine 2,2024-09-09,2183900.0,59.99,4200000.0,156000.0,293000.0,82.85,"Action, Adventure, RPG",Saber Interactive,Focus Entertainment,AA,195300000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Third-Person Shooter', 'PvE', 'War', 'Third-Person', 'Cinematic', 'Wargame', 'Futuristic', 'Narration', 'Warhammer 40K', '3D', 'Fantasy', 'Space', 'Sci-fi', 'Realistic']","PC, PlayStation, Xbox",Action,PlayStation,liveops
Warhammer 40000 Space Marine 2,2024-09-09,2183900.0,59.99,4200000.0,156000.0,293000.0,82.85,"Action, Adventure, RPG",Saber Interactive,Focus Entertainment,AA,195300000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Third-Person Shooter', 'PvE', 'War', 'Third-Person', 'Cinematic', 'Wargame', 'Futuristic', 'Narration', 'Warhammer 40K', '3D', 'Fantasy', 'Space', 'Sci-fi', 'Realistic']","PC, PlayStation, Xbox",Action,Xbox,liveops
HELLDIVERS 2,2024-02-08,553850.0,39.99,13300000.0,982000.0,427000.0,76.086,Action,Arrowhead Game Studios,PlayStation Publishing LLC,AAA,423400000.0,"['Action', 'Singleplayer', 'Multiplayer', 'Gore', 'Psychological Horror', 'Co-op', 'Capitalism', 'Third-Person Shooter', 'Online Co-Op', 'PvE', 'Third-Person', 'Shooter', 'Open World', 'Comedy', 'Space', 'Sci-fi', 'Difficult', 'Great Soundtrack', 'Violent', 'Extraction Shooter']","PC, PlayStation",Action,PC,liveops
HELLDIVERS 2,2024-02-08,553850.0,39.99,13300000.0,982000.0,427000.0,76.086,Action,Arrowhead Game Studios,PlayStation Publishing LLC,AAA,423400000.0,"['Action', 'Singleplayer', 'Multiplayer', 'Gore', 'Psychological Horror', 'Co-op', 'Capitalism', 'Third-Person Shooter', 'Online Co-Op', 'PvE', 'Third-Person', 'Shooter', 'Open World', 'Comedy', 'Space', 'Sci-fi', 'Difficult', 'Great Soundtrack', 'Violent', 'Extraction Shooter']","PC, PlayStation",Action,PlayStation,liveops
